"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02480V03003","Type of Offence","UNIT","VALUE"
"CJA01","Recorded crime incidents","2020","2020","034","Assault causing harm, poisoning","Number","4260"
"CJA01","Recorded crime incidents","2020","2020","035","Other assault","Number","11566"
"CJA01","Recorded crime incidents","2020","2020","04","Dangerous or negligent acts","Number","8746"
"CJA01","Recorded crime incidents","2020","2020","0411","Dangerous driving causing serious bodily harm","Number","29"
"CJA01","Recorded crime incidents","2020","2020","0412","Driving/in charge of a vehicle while over legal alcohol limit","Number","5159"
"CJA01","Recorded crime incidents","2020","2020","0413","Driving/in charge of a vehicle under the influence of drugs","Number","2637"
"CJA01","Recorded crime incidents","2020","2020","0421","Endangerment with potential for serious harm/death","Number","348"
"CJA01","Recorded crime incidents","2020","2020","0422","Abandoning a child, child neglect and cruelty","Number","343"
"CJA01","Recorded crime incidents","2020","2020","0423","Unseaworthy/dangerous use of boat or ship","Number","3"
"CJA01","Recorded crime incidents","2020","2020","0424","False alarm/interference with aircraft or air transport facilities","Number","2"
"CJA01","Recorded crime incidents","2020","2020","0425","Endangering traffic offences","Number","225"
"CJA01","Recorded crime incidents","2020","2020","05","Kidnapping and related offences","Number","134"
"CJA01","Recorded crime incidents","2020","2020","0511","False imprisonment","Number","107"
"CJA01","Recorded crime incidents","2020","2020","0512","Abduction of person under 16 years of age","Number","7"
"CJA01","Recorded crime incidents","2020","2020","0513","Human trafficking offences","Number","20"
"CJA01","Recorded crime incidents","2020","2020","06","Robbery, extortion and hijacking offences","Number","1819"
"CJA01","Recorded crime incidents","2020","2020","0611","Robbery of an establishment or institution","Number","386"
"CJA01","Recorded crime incidents","2020","2020","0612","Robbery of cash or goods in transit","Number","10"
"CJA01","Recorded crime incidents","2020","2020","0613","Robbery from the person","Number","1005"
"CJA01","Recorded crime incidents","2020","2020","0621","Blackmail or extortion","Number","234"
"CJA01","Recorded crime incidents","2020","2020","0631","Carjacking, hijacking/unlawful seizure of aircraft/vessel","Number","184"
"CJA01","Recorded crime incidents","2020","2020","07","Burglary and related offences","Number","10885"
"CJA01","Recorded crime incidents","2020","2020","0711","Aggravated burglary","Number","292"
"CJA01","Recorded crime incidents","2020","2020","0712","Burglary (not aggravated)","Number","10284"
"CJA01","Recorded crime incidents","2020","2020","0713","Possession of an article (with intent to burgle, steal, demand)","Number","309"
"CJA01","Recorded crime incidents","2020","2020","08","Theft and related offences","Number","51506"
"CJA01","Recorded crime incidents","2020","2020","081","Theft/taking of vehicle and related offences","Number","3765"
"CJA01","Recorded crime incidents","2020","2020","0821","Theft from person","Number","1780"
"CJA01","Recorded crime incidents","2020","2020","0822","Theft from shop","Number","19543"
"CJA01","Recorded crime incidents","2020","2020","084","Other thefts, handling stolen property","Number","26418"
"CJA01","Recorded crime incidents","2020","2020","09","Fraud, deception and related offences","Number","7864"
"CJA01","Recorded crime incidents","2020","2020","10","Controlled drug offences","Number","23122"
"CJA01","Recorded crime incidents","2020","2020","1011","Importation of drugs","Number","21"
"CJA01","Recorded crime incidents","2020","2020","1012","Cultivation or manufacture of drugs","Number","377"
"CJA01","Recorded crime incidents","2020","2020","1021","Possession of drugs for sale or supply","Number","6007"
"CJA01","Recorded crime incidents","2020","2020","1022","Possession of drugs for personal use","Number","15759"
"CJA01","Recorded crime incidents","2020","2020","103","Other drug offences","Number","958"
"CJA01","Recorded crime incidents","2020","2020","11","Weapons and Explosives Offences","Number","3092"
"CJA01","Recorded crime incidents","2020","2020","111","Explosives, chemical weapons offences","Number","58"
"CJA01","Recorded crime incidents","2020","2020","1121","Discharging a firearm","Number","85"
"CJA01","Recorded crime incidents","2020","2020","1122","Possession of a firearm","Number","234"
"CJA01","Recorded crime incidents","2020","2020","113","Offensive weapons offences (n.e.c.)","Number","2424"
"CJA01","Recorded crime incidents","2020","2020","114","Fireworks offences","Number","291"
"CJA01","Recorded crime incidents","2020","2020","12","Damage to property and to the environment","Number","19526"
"CJA01","Recorded crime incidents","2020","2020","1211","Arson","Number","1382"
"CJA01","Recorded crime incidents","2020","2020","1212","Criminal damage (not arson)","Number","17950"
"CJA01","Recorded crime incidents","2020","2020","1221","Litter offences","Number","194"
"CJA01","Recorded crime incidents","2020","2020","13","Public order and other social code offences","Number","29026"
"CJA01","Recorded crime incidents","2020","2020","131","Disorderly conduct","Number","24488"
"CJA01","Recorded crime incidents","2020","2020","132","Trespass offences","Number","2440"
"CJA01","Recorded crime incidents","2020","2020","133","Liquor licensing offences","Number","302"
"CJA01","Recorded crime incidents","2020","2020","134","Prostitution offences","Number","34"
"CJA01","Recorded crime incidents","2020","2020","135","Regulated betting/money, collection/trading offences","Number","52"
"CJA01","Recorded crime incidents","2020","2020","136","Social code offences (n.e.c.)","Number","1710"
"CJA01","Recorded crime incidents","2020","2020","15","Offences against government, justice procedures and organisation of crime","Number","11001"
"CJA01","Recorded crime incidents","2020","2020","151","Offences against government and its agents","Number","301"
"CJA01","Recorded crime incidents","2020","2020","152","Organisation of crime and conspiracy to commit crime","Number","17"
"CJA01","Recorded crime incidents","2020","2020","153","Perverting the course of justice","Number","36"
"CJA01","Recorded crime incidents","2020","2020","157","Offences while in custody, breach of court orders","Number","10647"
"CJA01","Recorded crime incidents","2021","2021","01","Homicide offences","Number","56"
"CJA01","Recorded crime incidents","2021","2021","0111","Murder","Number","22"
"CJA01","Recorded crime incidents","2021","2021","0112","Manslaughter","Number","5"
"CJA01","Recorded crime incidents","2021","2021","0113","Infanticide","Number","0"
"CJA01","Recorded crime incidents","2021","2021","012","Dangerous driving leading to death","Number","29"
"CJA01","Recorded crime incidents","2021","2021","02","Sexual offences","Number","3530"
"CJA01","Recorded crime incidents","2021","2021","0211","Rape of a male or female","Number","943"
"CJA01","Recorded crime incidents","2021","2021","0212","Defilement of a boy or girl less than 17 years old","Number","154"
"CJA01","Recorded crime incidents","2021","2021","0213","Sexual offence involving mentally impaired person","Number","14"
"CJA01","Recorded crime incidents","2021","2021","0214","Aggravated sexual assault","Number","5"
"CJA01","Recorded crime incidents","2021","2021","0215","Sexual assault (not aggravated)","Number","1875"
"CJA01","Recorded crime incidents","2021","2021","022","Other sexual offences","Number","539"
"CJA01","Recorded crime incidents","2021","2021","03","Attempts/threats to murder, assaults, harassments and related offences","Number","20316"
"CJA01","Recorded crime incidents","2021","2021","0311","Murder-attempt","Number","15"
"CJA01","Recorded crime incidents","2021","2021","0313","Threat to kill or cause serious harm","Number","1668"
"CJA01","Recorded crime incidents","2021","2021","033","Harassment and related offences","Number","1900"
"CJA01","Recorded crime incidents","2021","2021","034","Assault causing harm, poisoning","Number","4880"
"CJA01","Recorded crime incidents","2021","2021","035","Other assault","Number","11853"
"CJA01","Recorded crime incidents","2021","2021","04","Dangerous or negligent acts","Number","8280"
"CJA01","Recorded crime incidents","2021","2021","0411","Dangerous driving causing serious bodily harm","Number","57"
"CJA01","Recorded crime incidents","2021","2021","0412","Driving/in charge of a vehicle while over legal alcohol limit","Number","4983"
"CJA01","Recorded crime incidents","2021","2021","0413","Driving/in charge of a vehicle under the influence of drugs","Number","2464"
"CJA01","Recorded crime incidents","2021","2021","0421","Endangerment with potential for serious harm/death","Number","241"
"CJA01","Recorded crime incidents","2021","2021","0422","Abandoning a child, child neglect and cruelty","Number","299"
"CJA01","Recorded crime incidents","2021","2021","0423","Unseaworthy/dangerous use of boat or ship","Number","4"
"CJA01","Recorded crime incidents","2021","2021","0424","False alarm/interference with aircraft or air transport facilities","Number","4"
"CJA01","Recorded crime incidents","2021","2021","0425","Endangering traffic offences","Number","228"
"CJA01","Recorded crime incidents","2021","2021","05","Kidnapping and related offences","Number","148"
"CJA01","Recorded crime incidents","2021","2021","0511","False imprisonment","Number","98"
"CJA01","Recorded crime incidents","2021","2021","0512","Abduction of person under 16 years of age","Number","34"
"CJA01","Recorded crime incidents","2021","2021","0513","Human trafficking offences","Number","16"
"CJA01","Recorded crime incidents","2021","2021","06","Robbery, extortion and hijacking offences","Number","1738"
"CJA01","Recorded crime incidents","2021","2021","0611","Robbery of an establishment or institution","Number","394"
"CJA01","Recorded crime incidents","2021","2021","0612","Robbery of cash or goods in transit","Number","6"
"CJA01","Recorded crime incidents","2021","2021","0613","Robbery from the person","Number","776"
"CJA01","Recorded crime incidents","2021","2021","0621","Blackmail or extortion","Number","406"
"CJA01","Recorded crime incidents","2021","2021","0631","Carjacking, hijacking/unlawful seizure of aircraft/vessel","Number","156"
"CJA01","Recorded crime incidents","2021","2021","07","Burglary and related offences","Number","8583"
"CJA01","Recorded crime incidents","2021","2021","0711","Aggravated burglary","Number","235"
"CJA01","Recorded crime incidents","2021","2021","0712","Burglary (not aggravated)","Number","8145"
"CJA01","Recorded crime incidents","2021","2021","0713","Possession of an article (with intent to burgle, steal, demand)","Number","203"
"CJA01","Recorded crime incidents","2021","2021","08","Theft and related offences","Number","46811"
"CJA01","Recorded crime incidents","2021","2021","081","Theft/taking of vehicle and related offences","Number","3955"
"CJA01","Recorded crime incidents","2021","2021","0821","Theft from person","Number","1221"
"CJA01","Recorded crime incidents","2021","2021","0822","Theft from shop","Number","19535"
"CJA01","Recorded crime incidents","2021","2021","084","Other thefts, handling stolen property","Number","22100"
"CJA01","Recorded crime incidents","2021","2021","09","Fraud, deception and related offences","Number","17175"
"CJA01","Recorded crime incidents","2021","2021","10","Controlled drug offences","Number","20001"
"CJA01","Recorded crime incidents","2021","2021","1011","Importation of drugs","Number","23"
"CJA01","Recorded crime incidents","2021","2021","1012","Cultivation or manufacture of drugs","Number","245"
"CJA01","Recorded crime incidents","2021","2021","1021","Possession of drugs for sale or supply","Number","5056"
"CJA01","Recorded crime incidents","2021","2021","1022","Possession of drugs for personal use","Number","13850"
"CJA01","Recorded crime incidents","2021","2021","103","Other drug offences","Number","827"
"CJA01","Recorded crime incidents","2021","2021","11","Weapons and Explosives Offences","Number","2530"
"CJA01","Recorded crime incidents","2021","2021","111","Explosives, chemical weapons offences","Number","51"
"CJA01","Recorded crime incidents","2021","2021","1121","Discharging a firearm","Number","75"
"CJA01","Recorded crime incidents","2021","2021","1122","Possession of a firearm","Number","171"
"CJA01","Recorded crime incidents","2021","2021","113","Offensive weapons offences (n.e.c.)","Number","2062"
"CJA01","Recorded crime incidents","2021","2021","114","Fireworks offences","Number","171"
"CJA01","Recorded crime incidents","2021","2021","12","Damage to property and to the environment","Number","19303"
"CJA01","Recorded crime incidents","2021","2021","1211","Arson","Number","1396"
"CJA01","Recorded crime incidents","2021","2021","1212","Criminal damage (not arson)","Number","17721"
"CJA01","Recorded crime incidents","2021","2021","1221","Litter offences","Number","186"
"CJA01","Recorded crime incidents","2021","2021","13","Public order and other social code offences","Number","28393"
"CJA01","Recorded crime incidents","2021","2021","131","Disorderly conduct","Number","24132"
"CJA01","Recorded crime incidents","2021","2021","132","Trespass offences","Number","2251"
"CJA01","Recorded crime incidents","2021","2021","133","Liquor licensing offences","Number","265"
"CJA01","Recorded crime incidents","2021","2021","134","Prostitution offences","Number","64"
"CJA01","Recorded crime incidents","2021","2021","135","Regulated betting/money, collection/trading offences","Number","40"
"CJA01","Recorded crime incidents","2021","2021","136","Social code offences (n.e.c.)","Number","1641"
"CJA01","Recorded crime incidents","2021","2021","15","Offences against government, justice procedures and organisation of crime","Number","12391"
"CJA01","Recorded crime incidents","2021","2021","151","Offences against government and its agents","Number","329"
"CJA01","Recorded crime incidents","2021","2021","152","Organisation of crime and conspiracy to commit crime","Number","15"
"CJA01","Recorded crime incidents","2021","2021","153","Perverting the course of justice","Number","36"
"CJA01","Recorded crime incidents","2021","2021","157","Offences while in custody, breach of court orders","Number","12011"
"CJA01","Recorded crime incidents","2022","2022","01","Homicide offences","Number","81"
"CJA01","Recorded crime incidents","2022","2022","0111","Murder","Number","44"
"CJA01","Recorded crime incidents","2022","2022","0112","Manslaughter","Number","4"
"CJA01","Recorded crime incidents","2022","2022","0113","Infanticide","Number","0"
"CJA01","Recorded crime incidents","2022","2022","012","Dangerous driving leading to death","Number","33"
"CJA01","Recorded crime incidents","2022","2022","02","Sexual offences","Number","3800"
"CJA01","Recorded crime incidents","2022","2022","0211","Rape of a male or female","Number","955"
"CJA01","Recorded crime incidents","2022","2022","0212","Defilement of a boy or girl less than 17 years old","Number","140"
"CJA01","Recorded crime incidents","2022","2022","0213","Sexual offence involving mentally impaired person","Number","9"
"CJA01","Recorded crime incidents","2022","2022","0214","Aggravated sexual assault","Number","8"
"CJA01","Recorded crime incidents","2022","2022","0215","Sexual assault (not aggravated)","Number","2083"
"CJA01","Recorded crime incidents","2022","2022","022","Other sexual offences","Number","605"
"CJA01","Recorded crime incidents","2022","2022","03","Attempts/threats to murder, assaults, harassments and related offences","Number","23865"
"CJA01","Recorded crime incidents","2022","2022","0311","Murder-attempt","Number","13"
"CJA01","Recorded crime incidents","2022","2022","0313","Threat to kill or cause serious harm","Number","1797"
"CJA01","Recorded crime incidents","2022","2022","033","Harassment and related offences","Number","1944"
"CJA01","Recorded crime incidents","2022","2022","034","Assault causing harm, poisoning","Number","6136"
"CJA01","Recorded crime incidents","2022","2022","035","Other assault","Number","13975"
"CJA01","Recorded crime incidents","2022","2022","04","Dangerous or negligent acts","Number","8226"
"CJA01","Recorded crime incidents","2022","2022","0411","Dangerous driving causing serious bodily harm","Number","53"
"CJA01","Recorded crime incidents","2022","2022","0412","Driving/in charge of a vehicle while over legal alcohol limit","Number","5505"
"CJA01","Recorded crime incidents","2022","2022","0413","Driving/in charge of a vehicle under the influence of drugs","Number","1879"
"CJA01","Recorded crime incidents","2022","2022","0421","Endangerment with potential for serious harm/death","Number","243"
"CJA01","Recorded crime incidents","2022","2022","0422","Abandoning a child, child neglect and cruelty","Number","311"
"CJA01","Recorded crime incidents","2022","2022","0423","Unseaworthy/dangerous use of boat or ship","Number","3"
"CJA01","Recorded crime incidents","2022","2022","0424","False alarm/interference with aircraft or air transport facilities","Number","4"
"CJA01","Recorded crime incidents","2022","2022","0425","Endangering traffic offences","Number","228"
"CJA01","Recorded crime incidents","2022","2022","05","Kidnapping and related offences","Number","159"
"CJA01","Recorded crime incidents","2022","2022","0511","False imprisonment","Number","105"
"CJA01","Recorded crime incidents","2022","2022","0512","Abduction of person under 16 years of age","Number","36"
"CJA01","Recorded crime incidents","2022","2022","0513","Human trafficking offences","Number","18"
"CJA01","Recorded crime incidents","2022","2022","06","Robbery, extortion and hijacking offences","Number","2069"
"CJA01","Recorded crime incidents","2022","2022","0611","Robbery of an establishment or institution","Number","438"
"CJA01","Recorded crime incidents","2022","2022","0612","Robbery of cash or goods in transit","Number","8"
"CJA01","Recorded crime incidents","2022","2022","0613","Robbery from the person","Number","961"
"CJA01","Recorded crime incidents","2022","2022","0621","Blackmail or extortion","Number","557"
"CJA01","Recorded crime incidents","2022","2022","0631","Carjacking, hijacking/unlawful seizure of aircraft/vessel","Number","105"
"CJA01","Recorded crime incidents","2022","2022","07","Burglary and related offences","Number","9460"
"CJA01","Recorded crime incidents","2022","2022","0711","Aggravated burglary","Number","238"
"CJA01","Recorded crime incidents","2022","2022","0712","Burglary (not aggravated)","Number","8942"
"CJA01","Recorded crime incidents","2022","2022","0713","Possession of an article (with intent to burgle, steal, demand)","Number","280"
"CJA01","Recorded crime incidents","2022","2022","08","Theft and related offences","Number","65946"
"CJA01","Recorded crime incidents","2022","2022","081","Theft/taking of vehicle and related offences","Number","6201"
"CJA01","Recorded crime incidents","2022","2022","0821","Theft from person","Number","2587"
"CJA01","Recorded crime incidents","2022","2022","0822","Theft from shop","Number","27513"
"CJA01","Recorded crime incidents","2022","2022","084","Other thefts, handling stolen property","Number","29645"
"CJA01","Recorded crime incidents","2022","2022","09","Fraud, deception and related offences","Number","11713"
"CJA01","Recorded crime incidents","2022","2022","10","Controlled drug offences","Number","17286"
"CJA01","Recorded crime incidents","2022","2022","1011","Importation of drugs","Number","36"
"CJA01","Recorded crime incidents","2022","2022","1012","Cultivation or manufacture of drugs","Number","133"
"CJA01","Recorded crime incidents","2022","2022","1021","Possession of drugs for sale or supply","Number","4341"
"CJA01","Recorded crime incidents","2022","2022","1022","Possession of drugs for personal use","Number","12134"
"CJA01","Recorded crime incidents","2022","2022","103","Other drug offences","Number","642"
"CJA01","Recorded crime incidents","2022","2022","11","Weapons and Explosives Offences","Number","2628"
"CJA01","Recorded crime incidents","2022","2022","111","Explosives, chemical weapons offences","Number","59"
"CJA01","Recorded crime incidents","2022","2022","1121","Discharging a firearm","Number","73"
"CJA01","Recorded crime incidents","2022","2022","1122","Possession of a firearm","Number","188"
"CJA01","Recorded crime incidents","2022","2022","113","Offensive weapons offences (n.e.c.)","Number","2157"
"CJA01","Recorded crime incidents","2022","2022","114","Fireworks offences","Number","151"
"CJA01","Recorded crime incidents","2022","2022","12","Damage to property and to the environment","Number","21708"
"CJA01","Recorded crime incidents","2022","2022","1211","Arson","Number","1394"
"CJA01","Recorded crime incidents","2022","2022","1212","Criminal damage (not arson)","Number","20187"
"CJA01","Recorded crime incidents","2022","2022","1221","Litter offences","Number","127"
"CJA01","Recorded crime incidents","2022","2022","13","Public order and other social code offences","Number","31287"
"CJA01","Recorded crime incidents","2022","2022","131","Disorderly conduct","Number","26639"
"CJA01","Recorded crime incidents","2022","2022","132","Trespass offences","Number","2409"
"CJA01","Recorded crime incidents","2022","2022","133","Liquor licensing offences","Number","238"
"CJA01","Recorded crime incidents","2022","2022","134","Prostitution offences","Number","61"
"CJA01","Recorded crime incidents","2022","2022","135","Regulated betting/money, collection/trading offences","Number","55"
"CJA01","Recorded crime incidents","2022","2022","136","Social code offences (n.e.c.)","Number","1885"
"CJA01","Recorded crime incidents","2022","2022","15","Offences against government, justice procedures and organisation of crime","Number","15466"
"CJA01","Recorded crime incidents","2022","2022","151","Offences against government and its agents","Number","681"
"CJA01","Recorded crime incidents","2022","2022","152","Organisation of crime and conspiracy to commit crime","Number","29"
"CJA01","Recorded crime incidents","2022","2022","153","Perverting the course of justice","Number","135"
"CJA01","Recorded crime incidents","2022","2022","157","Offences while in custody, breach of court orders","Number","14621"
"CJA01","Recorded crime incidents","2023","2023","01","Homicide offences","Number","74"
"CJA01","Recorded crime incidents","2023","2023","0111","Murder","Number","34"
"CJA01","Recorded crime incidents","2023","2023","0112","Manslaughter","Number","3"
"CJA01","Recorded crime incidents","2023","2023","0113","Infanticide","Number",""
"CJA01","Recorded crime incidents","2023","2023","012","Dangerous driving leading to death","Number","37"
"CJA01","Recorded crime incidents","2023","2023","02","Sexual offences","Number","3407"
"CJA01","Recorded crime incidents","2023","2023","0211","Rape of a male or female","Number","929"
"CJA01","Recorded crime incidents","2023","2023","0212","Defilement of a boy or girl less than 17 years old","Number","73"
"CJA01","Recorded crime incidents","2023","2023","0213","Sexual offence involving mentally impaired person","Number","9"
"CJA01","Recorded crime incidents","2023","2023","0214","Aggravated sexual assault","Number","7"
"CJA01","Recorded crime incidents","2023","2023","0215","Sexual assault (not aggravated)","Number","1929"
"CJA01","Recorded crime incidents","2023","2023","022","Other sexual offences","Number","460"
"CJA01","Recorded crime incidents","2023","2023","03","Attempts/threats to murder, assaults, harassments and related offences","Number","23870"
"CJA01","Recorded crime incidents","2023","2023","0311","Murder-attempt","Number","14"
"CJA01","Recorded crime incidents","2023","2023","0313","Threat to kill or cause serious harm","Number","1721"
"CJA01","Recorded crime incidents","2023","2023","033","Harassment and related offences","Number","2076"
"CJA01","Recorded crime incidents","2023","2023","034","Assault causing harm, poisoning","Number","5751"
"CJA01","Recorded crime incidents","2023","2023","035","Other assault","Number","14308"
"CJA01","Recorded crime incidents","2023","2023","04","Dangerous or negligent acts","Number","7651"
"CJA01","Recorded crime incidents","2023","2023","0411","Dangerous driving causing serious bodily harm","Number","47"
"CJA01","Recorded crime incidents","2023","2023","0412","Driving/in charge of a vehicle while over legal alcohol limit","Number","5062"
"CJA01","Recorded crime incidents","2023","2023","0413","Driving/in charge of a vehicle under the influence of drugs","Number","1727"
"CJA01","Recorded crime incidents","2023","2023","0421","Endangerment with potential for serious harm/death","Number","256"
"CJA01","Recorded crime incidents","2023","2023","0422","Abandoning a child, child neglect and cruelty","Number","302"
"CJA01","Recorded crime incidents","2023","2023","0423","Unseaworthy/dangerous use of boat or ship","Number","2"
"CJA01","Recorded crime incidents","2023","2023","0424","False alarm/interference with aircraft or air transport facilities","Number","23"
"CJA01","Recorded crime incidents","2023","2023","0425","Endangering traffic offences","Number","232"
"CJA01","Recorded crime incidents","2023","2023","05","Kidnapping and related offences","Number","147"
"CJA01","Recorded crime incidents","2023","2023","0511","False imprisonment","Number","106"
"CJA01","Recorded crime incidents","2023","2023","0512","Abduction of person under 16 years of age","Number","20"
"CJA01","Recorded crime incidents","2023","2023","0513","Human trafficking offences","Number","21"
"CJA01","Recorded crime incidents","2023","2023","06","Robbery, extortion and hijacking offences","Number","2607"
"CJA01","Recorded crime incidents","2023","2023","0611","Robbery of an establishment or institution","Number","471"
"CJA01","Recorded crime incidents","2023","2023","0612","Robbery of cash or goods in transit","Number","3"
"CJA01","Recorded crime incidents","2023","2023","0613","Robbery from the person","Number","1143"
"CJA01","Recorded crime incidents","2023","2023","0621","Blackmail or extortion","Number","867"
"CJA01","Recorded crime incidents","2023","2023","0631","Carjacking, hijacking/unlawful seizure of aircraft/vessel","Number","123"
"CJA01","Recorded crime incidents","2023","2023","07","Burglary and related offences","Number","9560"
"CJA01","Recorded crime incidents","2023","2023","0711","Aggravated burglary","Number","237"
"CJA01","Recorded crime incidents","2023","2023","0712","Burglary (not aggravated)","Number","9019"
"CJA01","Recorded crime incidents","2023","2023","0713","Possession of an article (with intent to burgle, steal, demand)","Number","304"
"CJA01","Recorded crime incidents","2023","2023","08","Theft and related offences","Number","73813"
"CJA01","Recorded crime incidents","2023","2023","081","Theft/taking of vehicle and related offences","Number","7635"
"CJA01","Recorded crime incidents","2023","2023","0821","Theft from person","Number","3690"
"CJA01","Recorded crime incidents","2023","2023","0822","Theft from shop","Number","31302"
"CJA01","Recorded crime incidents","2023","2023","084","Other thefts, handling stolen property","Number","31186"
"CJA01","Recorded crime incidents","2023","2023","09","Fraud, deception and related offences","Number","12352"
"CJA01","Recorded crime incidents","2023","2023","10","Controlled drug offences","Number","17284"
"CJA01","Recorded crime incidents","2023","2023","1011","Importation of drugs","Number","54"
"CJA01","Recorded crime incidents","2023","2023","1012","Cultivation or manufacture of drugs","Number","96"
"CJA01","Recorded crime incidents","2023","2023","1021","Possession of drugs for sale or supply","Number","5062"
"CJA01","Recorded crime incidents","2023","2023","1022","Possession of drugs for personal use","Number","11492"
"CJA01","Recorded crime incidents","2023","2023","103","Other drug offences","Number","580"
"CJA01","Recorded crime incidents","2023","2023","11","Weapons and Explosives Offences","Number","2762"
"CJA01","Recorded crime incidents","2023","2023","111","Explosives, chemical weapons offences","Number","69"
"CJA01","Recorded crime incidents","2023","2023","1121","Discharging a firearm","Number","84"
"CJA01","Recorded crime incidents","2023","2023","1122","Possession of a firearm","Number","189"
"CJA01","Recorded crime incidents","2023","2023","113","Offensive weapons offences (n.e.c.)","Number","2224"
"CJA01","Recorded crime incidents","2023","2023","114","Fireworks offences","Number","196"
"CJA01","Recorded crime incidents","2023","2023","12","Damage to property and to the environment","Number","22443"
"CJA01","Recorded crime incidents","2023","2023","1211","Arson","Number","1542"
"CJA01","Recorded crime incidents","2023","2023","1212","Criminal damage (not arson)","Number","20757"
"CJA01","Recorded crime incidents","2023","2023","1221","Litter offences","Number","144"
"CJA01","Recorded crime incidents","2023","2023","13","Public order and other social code offences","Number","28846"
"CJA01","Recorded crime incidents","2023","2023","131","Disorderly conduct","Number","24909"
"CJA01","Recorded crime incidents","2023","2023","132","Trespass offences","Number","2487"
"CJA01","Recorded crime incidents","2023","2023","133","Liquor licensing offences","Number","170"
"CJA01","Recorded crime incidents","2023","2023","134","Prostitution offences","Number","52"
"CJA01","Recorded crime incidents","2023","2023","135","Regulated betting/money, collection/trading offences","Number","62"
"CJA01","Recorded crime incidents","2023","2023","136","Social code offences (n.e.c.)","Number","1166"
"CJA01","Recorded crime incidents","2023","2023","15","Offences against government, justice procedures and organisation of crime","Number","15260"
"CJA01","Recorded crime incidents","2023","2023","151","Offences against government and its agents","Number","442"
"CJA01","Recorded crime incidents","2023","2023","152","Organisation of crime and conspiracy to commit crime","Number","23"
"CJA01","Recorded crime incidents","2023","2023","153","Perverting the course of justice","Number","44"
"CJA01","Recorded crime incidents","2023","2023","157","Offences while in custody, breach of court orders","Number","14751"
